coffee,wellbeing,use_ai,productivity
5.037375026478201,2.772496574480131,10.10654293674784,58.900370063915595
4.143284332305307,1.275517150768755,6.861021639202756,69.70550983387083
6.043620055787297,3.1459687534337224,9.353217838352775,63.48787744968909
6.0656734547161895,-0.1785463115462167,6.79356544775026,64.59418824192005
5.0168424526509705,3.5603549819026634,8.730984434689843,68.2243473811045
6.057680747527334,7.952215879247895,8.082897992845602,83.27186507320593
5.416227785130401,2.4675426142333134,8.25442195915901,67.51033380434954
5.0140561468212645,1.3123748498885526,6.405061773839033,70.94262943112639
3.6885324022233306,1.4530405245931308,6.777480319114911,71.87036099009963
3.512913849707269,1.9556582339628994,9.268553854793023,61.04990695180761
4.878604470339707,0.8880809335255182,7.928152536350293,64.42047231474568
3.8172761106201767,2.0011308718343632,8.709613643979175,62.60037238394108
5.211631657345569,3.4352063268194706,7.603200197203062,72.92625964741114
3.0659010417057666,3.0035483332925486,9.487041118720066,62.55255106558812
7.319830530980704,2.595377223651676,8.32267996285572,65.67682219931464
5.52424081556919,2.000447570593634,9.033510123074523,60.11549487970333
5.226093798490073,3.2684937289629454,6.442864597144839,77.88309924264811
6.8440251740170925,6.449356268437819,9.159465268212179,74.42383610766456
4.415166185839086,3.891933391640275,7.250292420965927,74.77921097130546
6.2737420409789575,3.324064444112266,8.546408663106597,68.06238818986184
5.457497667435622,2.647170767312538,6.750833840895988,72.74201889717608
6.977867681262676,4.155064542273681,8.566122983870411,70.02406212950056
5.557549979463527,2.805485100677419,8.75888702134293,66.2734615130679
7.0677961222782635,6.459271392047438,10.287199544070681,68.617972634194
7.128886849381714,4.444175192885649,8.519937107209874,70.89509148756555
4.020882685603032,3.8668038690162403,8.623874870951717,69.29271801763939
5.77489179319852,8.00288990680647,9.49986309301024,78.34925881140298
5.602923712591169,3.964869471689197,6.975085305812307,77.10661338000442
4.870748682684962,6.2761816889597775,7.814263032141294,79.1296341251059
4.648821509888889,4.758624737570321,7.8557253189947724,75.08813079607576
4.21348094779867,3.900612138760306,8.767124104887955,68.68258994459212
2.416618735756227,3.7611672620243795,7.930603753799935,71.01171044985217
4.679554075055758,4.095413979950676,9.269243247939652,65.51573807320652
5.020766951895521,2.371026479631918,7.433268298819829,70.28668535219788
3.670969251008813,0.9563546428269256,8.668010656313747,58.830161894313946
5.689180957322191,1.8793593477912944,7.729223358192492,67.39521471999191
4.779357704769267,4.464445935944175,8.598494553573689,69.78952213937097
4.433696417468833,2.1967721940932425,6.581232244405747,73.52084543033908
4.250244088781747,1.792285177940935,8.361868203759297,65.04628829788297
6.284747870024948,3.352401301808685,7.853132922748259,72.48988832237157
4.9778253164031865,-1.4150851985614192,8.159509584918995,56.51051806085292
5.344440109391817,2.9285026111414703,8.263252538593054,67.93426889177195
4.730329858951382,3.560442553681904,8.718219226636558,69.399933321455
5.590576263643339,-0.20885336167213397,7.135899068141254,63.76526938331767
5.843604846630166,1.3201005760088713,9.054779126123623,58.9834134572742
3.7976101585703734,0.9946948417919592,8.11047326743613,62.4260199754659
6.680172054842622,4.999632494647452,9.795791407242685,68.07257327384328
6.397658743376368,3.990537330279205,6.906945032323685,78.98292550577631
6.417857660874487,5.617034505437527,9.199992569313448,71.06791064229087
4.277343748687454,4.462455865367167,8.233066989937088,72.36493180934708
5.3476537077967325,2.28746891010843,8.635955319517068,62.24334851039847
4.107079231479711,-0.4846231775683254,7.566373703120921,61.76849755108089
2.9382535070068285,-1.304764579055532,5.585690481038091,68.78293227357068
4.193608606298159,4.5933773914041565,7.171532202827662,78.61419731340938
4.535938844940506,6.32948027699629,6.857168769599404,83.69798314278276
5.908405979356923,3.112840744015271,7.485131369988029,74.28587932700788
3.879489072264907,4.760353618654296,7.2529604110706964,78.6683755932416
4.7797095993548355,0.5935908830903638,6.989876610473896,67.32213121662396
5.68407707711268,3.5276767039854517,7.792420709553329,71.17835087351713
6.165263302351304,4.945781272415376,8.447605221685237,72.4263101338784
4.909323791138616,4.299156591614427,7.679415102226708,75.50619687570007
